function,smellKey,smellId
"public String getColumnName(int col){
    return columnNames[col];
}",java:S1161,
"public Void call() throws Exception{
    try {
        JDKCallableJobCommand command = new JDKCallableJobCommand(this);
        runner.execute(command);
    } catch (Exception e) {
        logger.error(""Unable to execute job!"", e);
        throw e;
    }
    return null;
}",java:S1161,
"public void keyPressed(KeyEvent e){
    this.keyPressedEntryPoint.insert(e);
}",java:S1161,
"public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException{
    super.readExternal(in);
    finalRange = in.readLong();
    paramText = (String) in.readObject();
}",java:S1161,
"public Expression visitBetweenExpression(BetweenViewExpression betweenViewExpression, Void context){
    Expression first = this.process(betweenViewExpression.getFirstExpression(), null);
    Expression second = this.process(betweenViewExpression.getSecondExpression(), null);
    Expression third = this.process(betweenViewExpression.getThirdExpression(), null);
    return new org.apache.iotdb.db.queryengine.plan.expression.ternary.BetweenExpression(first, second, third, betweenViewExpression.isNotBetween());
}",java:S1161,
"public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException{
    super.readExternal(in);
    packageNames = (Set<String>) in.readObject();
    expression = (String) in.readObject();
    if (in instanceof DroolsObjectInputStream) {
        ((DroolsObjectInputStream) in).readExtractor(this::setReadAccessor);
    } else {
        extractor = (ReadAccessor) in.readObject();
    }
    indexingDeclaration = (Declaration) in.readObject();
    declarations = (Declaration[]) in.readObject();
    constraintType = (ConstraintTypeOperator) in.readObject();
    isUnification = in.readBoolean();
    isDynamic = in.readBoolean();
    fieldValue = (FieldValue) in.readObject();
    compilationUnit = (MVELCompilationUnit) in.readObject();
    evaluationContext = (EvaluationContext) in.readObject();
    operators = (EvaluatorWrapper[]) in.readObject();
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeBoolean(left);
    out.writeBoolean(right);
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeBoolean(keepReference);
    out.writeObject(clockType);
    out.writeObject(timerJobFactoryType);
}",java:S1161,
"public String toString(){
    return toExternalForm();
}",java:S1161,
"public synchronized void write(byte[] b, int off, int len){
    int storable = Math.min(maxBytes - nBytes, len);
    if (storable > 0) {
        nBytes += storable;
        super.write(b, off, storable);
    }
}",java:S1161,
"public boolean add(StackItem item){
    stackBytes += item.length();
    return super.add(item);
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeObject(events);
    out.writeObject(fileName);
    out.writeInt(maxEventsInMemory);
    out.writeInt(nbOfFile);
    out.writeBoolean(split);
    out.writeBoolean(initialized);
    out.writeBoolean(terminate);
}",java:S1161,
"public void visitAttribute(final Attribute attr){
}",java:S1161,
" Date getTimeAsDate(){
    return getHeader().getTimeAsDate();
}",java:S1161,
"public SqlOperandCountRange getOperandCountRange(){
    return SqlOperandCountRanges.from(1);
}",java:S1161,
"public void mousePressed(MouseEvent e){
    FactHandle fh = gameView.getKsession().getFactHandle(gameView);
    if (gameView.isShowAllCells()) {
        gameView.setShowAllCells(false);
    } else {
        gameView.setShowAllCells(true);
    }
    gameView.getKsession().update(fh, gameView);
    gameView.getKsession().fireAllRules();
}",java:S1161,
"public boolean markSupported(){
    return false;
}",java:S1161,
"public void resetTuple(){
    this.left = null;
    this.tuple = null;
}",java:S1161,
"public void toggleNegation(){
    throw new UnsupportedOperationException();
}",java:S1161,
"protected int calculateHashCode(){
    return 0;
}",java:S1161,
"public boolean isValid(Logger log, String[] allowedTypes){
    if (!super.isValid(log, allowedTypes))
        return false;
    if (timeZone == null || timeZone.isEmpty()) {
        log.error(""missing time_zone"");
        return false;
    }
    if (objectIdPrefix == null || objectIdPrefix.isEmpty()) {
        log.error(""missing object_id_prefix"");
        return false;
    }
    return true;
}",java:S1161,
"public HypervisorHeartbeatUpdateJobConfig setOwner(Owner owner){
    if (owner == null) {
        throw new IllegalArgumentException(""owner is null"");
    }
    this.setContextOwner(owner).setJobArgument(OWNER_KEY, owner.getKey());
    return this;
}",java:S1161,
"public void addNullOrEmptyTarget(){
    throw new UnsupportedOperationException(""Can't modify an immutable MultiResult"");
}",java:S1161,
"public boolean equals(final Object obj){
    if (this == obj) {
        return true;
    }
    if (!(obj instanceof PatternExtractor)) {
        return false;
    }
    final PatternExtractor other = (PatternExtractor) obj;
    return this.objectType.equals(other.objectType);
}",java:S1161,
"public void visit(final String arg0, final Object arg1){
}",java:S1161,
"public void configureTableJobProperties(TableDesc tableDesc, Map<String, String> jobProperties){
    return;
}",java:S1161,
"public ResourceConfiguration fromProperties(Properties prop){
    super.fromProperties(prop);
    inputType = DecisionTableInputType.valueOf(prop.getProperty(DROOLS_DT_TYPE, DecisionTableInputType.XLS.toString()));
    worksheetName = prop.getProperty(DROOLS_DT_WORKSHEET, null);
    return this;
}",java:S1161,
"public void addNotify(){
    super.addNotify();
    KeyboardFocusManager.getCurrentKeyboardFocusManager().addKeyEventDispatcher(this);
}",java:S1161,
"public ClassLoader getRootClassLoader(){
    return rootClassLoader;
}",java:S1161,
"public ImportJobConfig setOwner(Owner owner){
    if (owner == null) {
        throw new IllegalArgumentException(""owner is null"");
    }
    this.setContextOwner(owner).setJobArgument(OWNER_KEY, owner.getKey());
    return this;
}",java:S1161,
"public String toString(){
    return ""[WindowNode("" + this.id + "") constraints="" + this.constraints + ""]"";
}",java:S1161,
"public String toString(){
    return this.getMessage();
}",java:S1161,
"public boolean isEmpty(){
    return this.errors.length == 0;
}",java:S1161,
"public void setText(String text){
    this.text = text;
}",java:S1161,
"protected AbstractSerDe createSerDe() throws SerDeException{
    return new ArrowColumnarBatchSerDe();
}",java:S1161,
"public final boolean isInitialized(){
    byte isInitialized = memoizedIsInitialized;
    if (isInitialized != -1)
        return isInitialized == 1;
    memoizedIsInitialized = 1;
    return true;
}",java:S1161,
"public void run(){
    while (!stop) {
        try {
            FileSystem fs = null;
            try {
                fs = new Path(storage_root).getFileSystem(appConf);
                checkFiles(fs);
            } catch (Exception e) {
                LOG.error(""Cleanup cycle failed: "" + e.getMessage());
            } finally {
                if (fs != null) {
                    try {
                        fs.close();
                    } catch (Exception e) {
                        LOG.error(""Closing file system failed: "" + e.getMessage());
                    }
                }
            }
            long sleepMillis = (long) (Math.random() * interval);
            LOG.info(""Next execution: "" + new Date(new Date().getTime() + sleepMillis));
            Thread.sleep(sleepMillis);
        } catch (Exception e) {
            isRunning = false;
            LOG.error(""Cleanup failed: "" + e.getMessage(), e);
        }
    }
    isRunning = false;
}",java:S1161,
"public ImmutableSetBuilder<T> add(T item){
    super.add(item);
    return this;
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeObject(packageName);
    out.writeObject(ruleName);
}",java:S1161,
"public Expression visitModuloExpression(ModuloViewExpression moduloExpression, Void context){
    Pair<Expression, Expression> pair = this.getExpressionsForBinaryExpression(moduloExpression);
    return new ModuloExpression(pair.left, pair.right);
}",java:S1161,
"public void visitOuterClass(final String owner, final String name, final String desc){
}",java:S1161,
"public void mousePressed(MouseEvent e){
    gameView.getKsession().insert(new ShootCommand());
    gameView.getKsession().fireAllRules();
}",java:S1161,
"public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException{
    super.readExternal(in);
    queryListener = (QueryListenerOption) in.readObject();
}",java:S1161,
"public void addValue(Map<String, Object> vars){
    for (int i = 0; i < values.length; i++) {
        vars.put(column.getName() + i, values[i]);
    }
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeLong(startTS);
    out.writeLong(startTS);
}",java:S1161,
"public String getServiceName(){
    return DistributedDurableExecutorService.SERVICE_NAME;
}",java:S1161,
"public Properties toProperties(){
    Properties prop = super.toProperties();
    prop.setProperty(""drools.jaxb.conf.systemId"", systemId);
    prop.setProperty(""drools.jaxb.conf.classes"", classes.toString());
    if (xjcOpts != null) {
        prop.setProperty(""drools.jaxb.conf.opts.class"", xjcOpts.getClass().getName());
        if (xjcOpts.getSchemaLanguage() != null) {
            prop.setProperty(""drools.jaxb.conf.opts.lang"", xjcOpts.getSchemaLanguage().toString());
        }
    }
    return prop;
}",java:S1161,
"public String toString(){
    return ""ConstraintType::"" + this.desc;
}",java:S1161,
"public String toString(){
    return ""Object excludes"";
}",java:S1161,
"public HealEntireOrgJobConfig setOwner(final Owner owner){
    if (owner == null) {
        throw new IllegalArgumentException(""Owner is null"");
    }
    this.setContextOwner(owner).setJobArgument(OWNER_KEY, owner.getKey());
    return this;
}",java:S1161,
"public int getSerializedSize(){
    int size = memoizedSerializedSize;
    if (size != -1)
        return size;
    size = 0;
    if (((bitField0_ & 0x00000001) == 0x00000001)) {
        size += com.google.protobuf.CodedOutputStream.computeMessageSize(1, version_);
    }
    if (((bitField0_ & 0x00000002) == 0x00000002)) {
        size += com.google.protobuf.CodedOutputStream.computeMessageSize(4, signature_);
    }
    if (((bitField0_ & 0x00000004) == 0x00000004)) {
        size += com.google.protobuf.CodedOutputStream.computeBytesSize(10, payload_);
    }
    size += extensionsSerializedSize();
    size += getUnknownFields().getSerializedSize();
    memoizedSerializedSize = size;
    return size;
}",java:S1161,
"public Builder mergeFrom(com.google.protobuf.Message other){
    if (other instanceof KieModuleCache.KModuleCache) {
        return mergeFrom((KieModuleCache.KModuleCache) other);
    } else {
        super.mergeFrom(other);
        return this;
    }
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeObject(processId);
    out.writeObject(processName);
    out.writeObject(processInstanceId);
}",java:S1161,
"public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException{
    super.readExternal(in);
    factId = in.readLong();
    objectToString = (String) in.readObject();
}",java:S1161,
"public void printTypeArgs(final NodeWithTypeArguments<?> nodeWithTypeArguments, final Void arg){
    NodeList<Type> typeArguments = nodeWithTypeArguments.getTypeArguments().orElse(null);
    if (!isNullOrEmpty(typeArguments)) {
        printer.print(""<"");
        for (final Iterator<Type> i = typeArguments.iterator(); i.hasNext(); ) {
            final Type t = i.next();
            t.accept(this, arg);
            if (i.hasNext()) {
                printer.print("", "");
            }
        }
        printer.print("">"");
    }
}",java:S1161,
